Jorge Emilio Brauer,Sailing Mixed One Person Dinghy
Jorge Emilio Brauer,Sailing Mixed Two Person Keelboat
Uwe Brauer,Basketball Men's Basketball
Jack Braughton,"Athletics Men's 5,000 metres"
Henry Yves Brault,Athletics Men's 200 metres
Sarah-Anne Brault,Triathlon Women's Olympic Distance
Bohuslav Braum,Weightlifting Men's Super-Heavyweight
Ellen Braumller (-Hassauer),Athletics Women's 4 x 100 metres Relay
Ellen Braumller (-Hassauer),Athletics Women's High Jump
Ellen Braumller (-Hassauer),Athletics Women's Discus Throw
Ellen Braumller (-Hassauer),Athletics Women's Javelin Throw
"Ingeborg ""Inge"" Braumller (-Betz, -Machts)",Athletics Women's High Jump
Andr Spatz Braun,Archery Men's Individual
Anton Braun,Rowing Men's Coxless Pairs
Anton Braun,Rowing Men's Coxless Fours
Gaston Braun,Bobsleigh Men's Four
Gregor Braun,"Cycling Men's Individual Pursuit, 4,000 metres"
Gregor Braun,"Cycling Men's Team Pursuit, 4,000 metres"
"Johannes ""Hanns"" Braun",Athletics Men's 800 metres
"Johannes ""Hanns"" Braun","Athletics Men's 1,500 metres"
"Johannes ""Hanns"" Braun","Athletics Men's 1,600 metres Medley Relay"
"Johannes ""Hanns"" Braun",Athletics Men's 400 metres
"Johannes ""Hanns"" Braun",Athletics Men's 4 x 400 metres Relay
Jakob Hermann Braun,Figure Skating Mixed Pairs
Hubert Braun,Bobsleigh Men's Two
Hubert Braun,Bobsleigh Men's Four
Jerzy Walerian Braun,Rowing Men's Coxed Pairs
Jerzy Walerian Braun,Rowing Men's Coxed Fours
Markus Braun,Handball Men's Handball
Max Braun,Tug-Of-War Men's Tug-Of-War
Michel Braun,"Shooting Mixed Rapid-Fire Pistol, 25 metres"
Peter Braun,Athletics Men's 800 metres
Pieter Braun,Athletics Men's Decathlon
Ralf Braun,Swimming Men's 100 metres Backstroke
Ralf Braun,Swimming Men's 200 metres Backstroke
Ralf Braun,Swimming Men's 4 x 100 metres Medley Relay
Roland Braun,Nordic Combined Men's Team
Roland Braun,Nordic Combined Men's Individual
Sabine Braun,Athletics Women's Heptathlon
Wilhelm Braun,Cross Country Skiing Men's 18 kilometres
Wolfgang Braun,Handball Men's Handball
Silke Braun-Schwager,Cross Country Skiing Women's 5 kilometres
Silke Braun-Schwager,Cross Country Skiing Women's 4 x 5 kilometres Relay
Silke Braun-Schwager,Cross Country Skiing Women's 15 kilometres
Silke Braun-Schwager,Cross Country Skiing Women's 30 kilometres
Silke Braun-Schwager,Cross Country Skiing Women's 5/10 kilometres Pursuit
Otmar Braunecker,Speed Skating Men's 500 metres
Otmar Braunecker,"Speed Skating Men's 1,500 metres"
Gerald Brauner,Swimming Men's 200 metres Breaststroke
Sibylle Brauner,Alpine Skiing Women's Downhill
Dirk Braunleder,Swimming Men's 100 metres Freestyle
Dirk Braunleder,Swimming Men's 4 x 100 metres Medley Relay
Alfred Braunschweiger,Diving Men's Springboard
Karl Braunsteiner,Football Men's Football
Jean Alphonse Braure,Sailing Mixed Three Person Keelboat
Jean Alphonse Braure,Sailing Mixed Multihull
Hans-Joachim Brauske,Boxing Men's Middleweight
Attilio Bravi,Athletics Men's Long Jump
Fruzsina Brvik,Water Polo Women's Water Polo
"Eric Oliver ""Nick"" Bravin","Fencing Men's Foil, Individual"
"Eric Oliver ""Nick"" Bravin","Fencing Men's Foil, Team"
Albert Idel Bravo Morales,Athletics Men's 400 metres
Albert Idel Bravo Morales,Athletics Men's 4 x 400 metres Relay
Arturo Bravo,Athletics Men's 50 kilometres Walk
Carlos Jos Bravo Lpez,"Fencing Men's Sabre, Individual"
Cterin Bravo Arnguiz,"Fencing Women's epee, Individual"
Elizabeth Mara Bravo iguez,Triathlon Women's Olympic Distance
Enrique Bravo Lpez,Gymnastics Men's Individual All-Around
Enrique Bravo Lpez,Gymnastics Men's Team All-Around
Enrique Bravo Lpez,Gymnastics Men's Floor Exercise
Enrique Bravo Lpez,Gymnastics Men's Horse Vault
Enrique Bravo Lpez,Gymnastics Men's Parallel Bars
Enrique Bravo Lpez,Gymnastics Men's Horizontal Bar
Enrique Bravo Lpez,Gymnastics Men's Rings
Enrique Bravo Lpez,Gymnastics Men's Pommelled Horse
Marina Bravo Bragado,Rugby Sevens Women's Rugby Sevens
Miriam Bravo Acha,Athletics Women's 4 x 400 metres Relay
Omar Bravo Tordecillas,Football Men's Football
Osmar Bravo Amador,Boxing Men's Light-Heavyweight
Ramiro Bravo Daz,"Fencing Men's Foil, Individual"
Ramiro Bravo Daz,"Fencing Men's Foil, Team"
Ramn Bravo Prieta,"Swimming Men's 1,500 metres Freestyle"
Ramn Bravo Prieta,Swimming Men's 4 x 200 metres Freestyle Relay
Jarosaw Brawata,Judo Men's Half-Middleweight
Henry Alexander Brawley,Athletics Men's Marathon
Alan Herbert Bray,"Shooting Men's Rapid-Fire Pistol, 25 metres"
"Rutledge Robert ""Bob"" Bray",Water Polo Men's Water Polo
John Bray,Athletics Men's 800 metres
John Bray,"Athletics Men's 1,500 metres"
Juliane Linda Bray,Snowboarding Women's Halfpipe
Juliane Linda Bray,Snowboarding Women's Boardercross
Sophie Charlotte Bray,Hockey Women's Hockey
Trent Anthony Bray,Swimming Men's 200 metres Freestyle
Trent Anthony Bray,Swimming Men's 4 x 100 metres Freestyle Relay
Trent Anthony Bray,Swimming Men's 4 x 200 metres Freestyle Relay
Trent Anthony Bray,Swimming Men's 100 metres Freestyle
Trent Anthony Bray,Swimming Men's 4 x 100 metres Medley Relay
Nikolay Viktorovich Braychenko,Biathlon Men's 10 kilometres Sprint
Pyotr Aleksandrovich Brayko,Athletics Men's High Jump
Joo Francisco Brz,Basketball Men's Basketball
Antnio Valente da Gama Brz,"Equestrianism Mixed Three-Day Event, Individual"
Antnio Valente da Gama Brz,"Equestrianism Mixed Three-Day Event, Team"
Thiago Braz da Silva,Athletics Men's Pole Vault
Sandra Brazauskait (Gustaitien-),Rowing Women's Coxed Eights
Romanas Brazdauskis,Basketball Men's Basketball
Soa Brzdov,Gymnastics Women's Individual All-Around
Soa Brzdov,Gymnastics Women's Team All-Around
Soa Brzdov,Gymnastics Women's Floor Exercise
Soa Brzdov,Gymnastics Women's Horse Vault
Soa Brzdov,Gymnastics Women's Uneven Bars
Soa Brzdov,Gymnastics Women's Balance Beam
Bennie Jamaal Brazell,Athletics Men's 400 metres Hurdles
Volodymyr Ivanovych Brazhnyk,Athletics Men's Pole Vault
Frank Brazier,"Cycling Men's Team Pursuit, 4,000 metres"
Frank Brazier,"Cycling Men's Road Race, Individual"
Frank Brazier,Cycling Men's 100 kilometres Team Time Trial
Kelly Brazier,Rugby Sevens Women's Rugby Sevens
Lubo Brchel,Alpine Skiing Men's Downhill
Lubo Brchel,Alpine Skiing Men's Slalom
Lubo Brchel,Alpine Skiing Men's Combined
David Joseph Brcic,Football Men's Football
Vclav Brdek,"Wrestling Men's Lightweight, Freestyle"
Miroslava Brdkov (-plchalov),Gymnastics Women's Individual All-Around
Miroslava Brdkov (-plchalov),Gymnastics Women's Team All-Around
Miroslava Brdkov (-plchalov),Gymnastics Women's Team Portable Apparatus
Miroslava Brdkov (-plchalov),Gymnastics Women's Floor Exercise
Miroslava Brdkov (-plchalov),Gymnastics Women's Horse Vault
Miroslava Brdkov (-plchalov),Gymnastics Women's Uneven Bars
Miroslava Brdkov (-plchalov),Gymnastics Women's Balance Beam
Armando Bra,"Athletics Men's 1,500 metres"
Kaye J. Breadsell (-Brajkovich),Gymnastics Women's Individual All-Around
Kaye J. Breadsell (-Brajkovich),Gymnastics Women's Floor Exercise
Kaye J. Breadsell (-Brajkovich),Gymnastics Women's Horse Vault
Kaye J. Breadsell (-Brajkovich),Gymnastics Women's Uneven Bars
Kaye J. Breadsell (-Brajkovich),Gymnastics Women's Balance Beam
Peter Michael Breakwell,"Equestrianism Mixed Jumping, Individual"
"Alexander Rupert ""Alex"" Brearley","Canoeing Men's Folding Kayak Doubles, 10 kilometres"
Lee John Brearley,Trampolining Men's Individual
Dominic Angelo Breazeale,Boxing Men's Super-Heavyweight
"Robbert Arthur ""Bobbie"" Brebde",Water Polo Men's Water Polo
Ronald Gilchrist Brebner,Football Men's Football
Stefano Brecciaroli,"Equestrianism Mixed Three-Day Event, Individual"
Stefano Brecciaroli,"Equestrianism Mixed Three-Day Event, Team"
Ingun Brechan (-Pettersen-),Rowing Women's Double Sculls
Urs Brechbhl,Biathlon Men's 10 kilometres Sprint
Urs Brechbhl,Biathlon Men's 20 kilometres
Boris Silovich Brechko,Rowing Men's Coxed Fours
Torsten Brcht (Oehmigen-),Judo Men's Half-Middleweight
Julius Emil Jrgen Brecht,"Fencing Men's Foil, Individual"
Julius Emil Jrgen Brecht,"Fencing Men's Foil, Team"
Udo Brecht,Rowing Men's Coxed Fours
Elson Viney-Bartel Brechtefeld,Weightlifting Men's Bantamweight
Frantiek Beka,Athletics Men's 200 metres
Frantiek Beka,Athletics Men's 4 x 400 metres Relay
Jan Beka,"Canoeing Men's Canadian Doubles, 500 metres"
Jan Beka,"Canoeing Men's Canadian Doubles, 1,000 metres"
Andreas Bang Brecke,Sailing Mixed 8 metres
Andreas Bang Brecke,Sailing Mixed 6 metres
"Alexander Dalglish Neilson ""Alex"" Breckenridge",Athletics Men's Marathon
"John Michael ""Mike"" Breckin","Fencing Men's Foil, Individual"
"John Michael ""Mike"" Breckin","Fencing Men's Foil, Team"
Henry Skillman Breckinridge,"Fencing Men's Foil, Individual"
Henry Skillman Breckinridge,"Fencing Men's Foil, Team"
Henry Skillman Breckinridge,"Fencing Men's epee, Individual"
Henry Skillman Breckinridge,"Fencing Men's epee, Team"
Scott Dudley Breckinridge,"Fencing Men's Foil, Individual"
Scott Dudley Breckinridge,"Fencing Men's epee, Team"
Giovanni Battista Breda,"Fencing Men's epee, Individual"
Giovanni Battista Breda,"Fencing Men's epee, Team"
Annelies Bredael,Rowing Women's Quadruple Sculls
Annelies Bredael,Rowing Women's Single Sculls
Charlotte Bredahl (-Baker),"Equestrianism Mixed Dressage, Individual"
Charlotte Bredahl (-Baker),"Equestrianism Mixed Dressage, Team"
Johnny (-Wahid) Bredahl Johansen,Boxing Men's Flyweight
Andreas Bredau,Bobsleigh Men's Four
"Anton ""Toni"" Breder",Athletics Men's Long Jump
"Aernout Siwart ""Aart"" Brederode",Hockey Men's Hockey
Espen Odd Bredesen,"Ski Jumping Men's Normal Hill, Individual"
Espen Odd Bredesen,"Ski Jumping Men's Large Hill, Individual"
Espen Odd Bredesen,"Ski Jumping Men's Large Hill, Team"
Trond Arne Bredesen,Nordic Combined Men's Team
Trond Arne Bredesen,Nordic Combined Men's Individual
Gerda Kirsten Margareta Bredgaard,Swimming Women's 100 metres Freestyle
Gerda Kirsten Margareta Bredgaard,Swimming Women's 4 x 100 metres Freestyle Relay
Jane Bredin-Gregory,"Equestrianism Mixed Dressage, Individual"
Jane Bredin-Gregory,"Equestrianism Mixed Dressage, Team"
Peter Bredl,Rowing Men's Coxed Eights
Hans Bredmose,Gymnastics Men's Team All-Around
Reinhard Bredow,Luge Mixed (Men)'s Doubles
"Llewelyn Neaman Bredwood, III",Athletics Men's 4 x 100 metres Relay
Andrew Patrick Bree,Swimming Men's 100 metres Breaststroke
Andrew Patrick Bree,Swimming Men's 200 metres Breaststroke
George Horace Breed,"Fencing Men's Foil, Individual"
George Horace Breed,"Fencing Men's epee, Individual"
George Horace Breed,"Fencing Men's epee, Team"
George Horace Breed,"Fencing Men's Foil, Team"
Elaine Breeden (-Penrose),Swimming Women's 100 metres Butterfly
Elaine Breeden (-Penrose),Swimming Women's 200 metres Butterfly
Elaine Breeden (-Penrose),Swimming Women's 4 x 100 metres Medley Relay
George Thomas Breen,Swimming Men's 400 metres Freestyle
George Thomas Breen,"Swimming Men's 1,500 metres Freestyle"
George Thomas Breen,Swimming Men's 4 x 200 metres Freestyle Relay
Mary Patricia Breen,Athletics Women's Shot Put
Melissa Breen,Athletics Women's 100 metres
Peter Breen,Figure Skating Mixed Ice Dancing
Vincent Breet,Rowing Men's Coxless Fours
Klaas Jan Breeuwer,Football Men's Football
Daan Breeuwsma,"Short Track Speed Skating Men's 5,000 metres Relay"
Michaela Alicia Breeze,Weightlifting Women's Lightweight
Michaela Alicia Breeze,Weightlifting Women's Middleweight
Otto Breg,Bobsleigh Men's Four
Zulema Bregado Gutierrez,Gymnastics Women's Individual All-Around
Zulema Bregado Gutierrez,Gymnastics Women's Team All-Around
Zulema Bregado Gutierrez,Gymnastics Women's Floor Exercise
Zulema Bregado Gutierrez,Gymnastics Women's Horse Vault
Zulema Bregado Gutierrez,Gymnastics Women's Uneven Bars
Zulema Bregado Gutierrez,Gymnastics Women's Balance Beam
Juan Bregaliano,Boxing Men's Middleweight
Bernard Brgeon,"Canoeing Men's Kayak Singles, 500 metres"
Bernard Brgeon,"Canoeing Men's Kayak Doubles, 1,000 metres"
Bernard Brgeon,"Canoeing Men's Kayak Doubles, 500 metres"
Bernadette Brgeon-Hettich,"Canoeing Women's Kayak Doubles, 500 metres"
Bernadette Brgeon-Hettich,"Canoeing Women's Kayak Fours, 500 metres"
"James Steven ""Jim"" Bregman",Judo Men's Middleweight
Louis Charles Brguet,Sailing Mixed 8 metres
Magdalena Bregua,Athletics Women's Shot Put
Ashley John Brehaut,Badminton Men's Doubles
Stuart Charles Brehaut,Badminton Men's Singles
"Stephen ""Steve"" Breheny",Basketball Men's Basketball
Alfons Maria Franz Brehm,Hockey Men's Hockey
Elsebeth Brehm (-Jrgensen),Tennis Women's Singles
Elsebeth Brehm (-Jrgensen),Tennis Women's Doubles
Elsebeth Brehm (-Jrgensen),Tennis Mixed Doubles
Albert Brehme,Bobsleigh Men's Two
"Andreas ""Andy"" Brehme",Football Men's Football
Matthias Brehme,Gymnastics Men's Individual All-Around
Matthias Brehme,Gymnastics Men's Team All-Around
Matthias Brehme,Gymnastics Men's Floor Exercise
Matthias Brehme,Gymnastics Men's Horse Vault
Matthias Brehme,Gymnastics Men's Parallel Bars
Matthias Brehme,Gymnastics Men's Horizontal Bar
Matthias Brehme,Gymnastics Men's Rings
Matthias Brehme,Gymnastics Men's Pommelled Horse
Manuel Brehmer,Rowing Men's Lightweight Double Sculls
Roland Brehmer,"Athletics Men's 5,000 metres"
Christina Brehmer-Lathan,Athletics Women's 400 metres
Christina Brehmer-Lathan,Athletics Women's 4 x 400 metres Relay
ivind Breiby,Boxing Men's Lightweight
Hans Gustav Alfred Breidbach-Bernau,"Art Competitions Mixed Literature, Epic Works"
Dagmar Breiken-Bremer,Hockey Women's Hockey
Lars Gran Breisner,"Equestrianism Mixed Three-Day Event, Individual"
Lars Gran Breisner,"Equestrianism Mixed Three-Day Event, Team"
Andre Breitbarth,Judo Men's Heavyweight
Ren Breitbarth,Boxing Men's Bantamweight
"Robert ""Bobby"" Breiter",Ice Hockey Men's Ice Hockey
Emil William Breitkreutz,Athletics Men's 800 metres
Georges Breitman,Athletics Men's Pole Vault
Georges Breitman,Athletics Men's Decathlon
Karoline Charlotte Dyhre Breivang,Handball Women's Handball
Arno Breker,"Art Competitions Mixed Sculpturing, Statues"
Liselotte Angelika Breker,"Shooting Women's Air Pistol, 10 metres"
Liselotte Angelika Breker,"Shooting Women's Sporting Pistol, 25 metres"
Morten Brekke,"Wrestling Men's Featherweight, Greco-Roman"
Morten Brekke,"Wrestling Men's Lightweight, Greco-Roman"
Odd Arne Brekne,"Shooting Men's Small-Bore Rifle, Prone, 50 metres"
Odd Arne Brekne,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"
Mariya Petrovna Brel,Rowing Women's Quadruple Sculls
Mark Anthony Breland,Boxing Men's Welterweight
Eva-Maria Brem,Alpine Skiing Women's Giant Slalom
Alberto Bremauntz Monge,"Wrestling Men's Lightweight, Greco-Roman"
Nils Brembach,Athletics Men's 20 kilometres Walk
Emiliano Brembilla,Swimming Men's 400 metres Freestyle
Emiliano Brembilla,"Swimming Men's 1,500 metres Freestyle"
Emiliano Brembilla,Swimming Men's 4 x 200 metres Freestyle Relay
Emiliano Brembilla,Swimming Men's 200 metres Freestyle
Grigory Yevgenyevich Bremel,Modern Pentathlon Men's Individual
Chris-Carol Bremer,Swimming Men's 200 metres Butterfly
Eli Bremer,Modern Pentathlon Men's Individual
Franois Bremer,Weightlifting Men's Middleweight
Jean-Pierre Bremer,Rowing Men's Coxless Fours
Jean-Pierre Bremer,Rowing Men's Coxed Pairs
Jrgen Bremer,"Canoeing Men's Kayak Singles, Slalom"
Vin Elias Bremer,Modern Pentathlon Men's Individual
Vin Elias Bremer,Military Ski Patrol Men's Military Ski Patrol
Martina Bremini,Gymnastics Women's Individual All-Around
Martina Bremini,Gymnastics Women's Team All-Around
Martina Bremini,Gymnastics Women's Floor Exercise
Martina Bremini,Gymnastics Women's Horse Vault
Martina Bremini,Gymnastics Women's Uneven Bars
Martina Bremini,Gymnastics Women's Balance Beam
Ralf Bremmer,"Wrestling Men's Super-Heavyweight, Freestyle"
Janice Lynn Bremner (-Birch),Synchronized Swimming Women's Team
Kyla Bremner,"Wrestling Women's Flyweight, Freestyle"
Karine Brmond (-Loureiro),Swimming Women's 100 metres Breaststroke
Karine Brmond (-Loureiro),Swimming Women's 200 metres Breaststroke
Karine Brmond (-Loureiro),Swimming Women's 4 x 100 metres Medley Relay
Pierre Bremond,"Shooting Men's Air Pistol, 10 metres"
Barbora Brmov,Ice Hockey Women's Ice Hockey
"Cynthia Mae ""Cindy"" Bremser (-Whitmore)","Athletics Women's 3,000 metres"
Dainis Bremze,Luge Men's Singles
Dainis Bremze,Luge Mixed (Men)'s Doubles
Edgar Brenchley,Ice Hockey Men's Ice Hockey
Virgil Brenci,Alpine Skiing Men's Downhill
Virgil Brenci,Alpine Skiing Men's Giant Slalom
Virgil Brenci,Alpine Skiing Men's Slalom
Daniela Brendel,Swimming Women's 100 metres Breaststroke
Daniela Brendel,Swimming Women's 200 metres Breaststroke
Daniela Brendel,Swimming Women's 4 x 100 metres Medley Relay
Jakob Brendel,"Wrestling Men's Bantamweight, Greco-Roman"
Sebastian Brendel,"Canoeing Men's Canadian Singles, 200 metres"
Sebastian Brendel,"Canoeing Men's Canadian Singles, 1,000 metres"
Sebastian Brendel,"Canoeing Men's Canadian Doubles, 1,000 metres"
Willi Brendel,Hockey Men's Hockey
Hallgeir Brenden,Cross Country Skiing Men's 18 kilometres
Hallgeir Brenden,Cross Country Skiing Men's 4 x 10 kilometres Relay
Hallgeir Brenden,Cross Country Skiing Men's 15 kilometres
Hallgeir Brenden,Cross Country Skiing Men's 30 kilometres
Hallgeir Brenden,Cross Country Skiing Men's 50 kilometres
Kristian Brenden,"Ski Jumping Men's Normal Hill, Individual"
Kristian Brenden,"Ski Jumping Men's Large Hill, Individual"
Kristian Brenden,"Ski Jumping Men's Large Hill, Team"
Josef Brendle,"Shooting Men's Air Rifle, 10 metres"
Niels Erling Emmanuel Brene,"Art Competitions Mixed Music, Compositions For Orchestra"
Roman Borysovych Brener,Diving Men's Springboard
Roman Borysovych Brener,Diving Men's Platform
Sergey Brener,Freestyle Skiing Men's Aerials
Abderramn Brenes la Roche,Judo Men's Half-Middleweight
Jos Andrs Brenes Mata,"Cycling Men's Mountainbike, Cross-Country"
Nery Antonio Brenes Crdenas,Athletics Men's 400 metres
Nery Antonio Brenes Crdenas,Athletics Men's 200 metres
Pablo Andrs Brenes Quesada,Football Men's Football
Joo Carlos Brenha Alves Pereira,Beach Volleyball Men's Beach Volleyball
"William Thomas Edmund ""Billy"" Brennagh",Lacrosse Men's Lacrosse
Ashleigh Jade Brennan,Gymnastics Women's Individual All-Around
Ashleigh Jade Brennan,Gymnastics Women's Team All-Around
Ashleigh Jade Brennan,Gymnastics Women's Floor Exercise
Ashleigh Jade Brennan,Gymnastics Women's Uneven Bars
Ashleigh Jade Brennan,Gymnastics Women's Balance Beam
John Joseph Brennan,Athletics Men's Long Jump
